timestamp,symbol,qty,price
2022-11-01 12:17:56,BANKNIFTY22110341600CE,-1.0,247.0
2022-11-01 12:17:56,BANKNIFTY22110341600PE,-1.0,334.2
2022-11-01 12:17:56,BANKNIFTY22110341700CE,1.0,201.95
2022-11-01 12:17:58,BANKNIFTY22110341700PE,-1.0,389.8
2022-11-01 12:17:58,BANKNIFTY22110341600CE,1.0,247.8
2022-11-01 12:17:58,BANKNIFTY22110341600PE,1.0,333.25
2022-11-01 12:17:58,BANKNIFTY22110341700CE,-1.0,202.85
2022-11-01 12:17:59,BANKNIFTY22110341700PE,1.0,388.75
2022-11-01 12:17:59,BANKNIFTY22110341600CE,-1.0,248.8
2022-11-01 12:17:59,BANKNIFTY22110341600PE,-1.0,334.25
2022-11-01 12:17:59,BANKNIFTY22110341700CE,1.0,203.0
2022-11-01 12:18:03,BANKNIFTY22110341700PE,-1.0,389.95
2022-11-01 12:18:03,BANKNIFTY22110341600CE,1.0,246.8
2022-11-01 12:18:03,BANKNIFTY22110341600PE,1.0,336.0
2022-11-01 12:18:03,BANKNIFTY22110341700CE,-1.0,202.1
2022-11-01 12:19:58,BANKNIFTY22110341700PE,1.0,389.8
2022-11-01 12:19:58,BANKNIFTY22110341600CE,-1.0,248.7
2022-11-01 12:19:58,BANKNIFTY22110341600PE,-1.0,334.05
2022-11-01 12:19:58,BANKNIFTY22110341700CE,1.0,202.6
2022-11-01 12:20:02,BANKNIFTY22110341700PE,-1.0,389.6
2022-11-01 12:20:02,BANKNIFTY22110341600CE,1.0,247.5
2022-11-01 12:20:02,BANKNIFTY22110341600PE,1.0,335.1
2022-11-01 12:20:02,BANKNIFTY22110341700CE,-1.0,202.3
2022-11-01 12:20:08,BANKNIFTY22110341700PE,1.0,388.7
2022-11-01 12:20:08,BANKNIFTY22110341600CE,-1.0,248.0
2022-11-01 12:20:08,BANKNIFTY22110341600PE,-1.0,334.65
2022-11-01 12:20:08,BANKNIFTY22110341700CE,1.0,201.85
2022-11-01 12:20:12,BANKNIFTY22110341700PE,-1.0,385.6
2022-11-01 12:20:12,BANKNIFTY22110341600CE,1.0,250.0
2022-11-01 12:20:12,BANKNIFTY22110341600PE,1.0,331.65
2022-11-01 12:20:12,BANKNIFTY22110341700CE,-1.0,203.9
2022-11-01 12:20:13,BANKNIFTY22110341700PE,1.0,385.5
2022-11-01 12:20:13,BANKNIFTY22110341600CE,-1.0,249.6
2022-11-01 12:20:13,BANKNIFTY22110341600PE,-1.0,330.95
2022-11-01 12:20:13,BANKNIFTY22110341700CE,1.0,203.85
2022-11-01 12:20:15,BANKNIFTY22110341700PE,-1.0,385.0
2022-11-01 12:20:15,BANKNIFTY22110341600CE,1.0,250.15
2022-11-01 12:20:15,BANKNIFTY22110341600PE,1.0,330.25
2022-11-01 12:20:15,BANKNIFTY22110341700CE,-1.0,204.75
2022-11-01 12:20:17,BANKNIFTY22110341700PE,1.0,383.0
2022-11-01 12:20:17,BANKNIFTY22110341600CE,-1.0,251.8
2022-11-01 12:20:17,BANKNIFTY22110341600PE,-1.0,329.95
2022-11-01 12:20:17,BANKNIFTY22110341700CE,1.0,205.25
2022-11-01 12:21:31,BANKNIFTY22110341700PE,-1.0,390.0
2022-11-01 12:21:31,BANKNIFTY22110341600CE,1.0,247.45
2022-11-01 12:21:31,BANKNIFTY22110341600PE,1.0,333.0
2022-11-01 12:21:31,BANKNIFTY22110341700CE,-1.0,202.35
2022-11-01 12:21:33,BANKNIFTY22110341700PE,1.0,389.7
